First_column,Second_column,Third_column,Fourth_column,Fifth_column,Sixth_column,Seventh_column,Eighth_column
sh,30742,7449.990625,0.0019540484785807166,7449.990625,0.0019540484785807166,6897.7053387380365,0.0019540582485433333
so,33540,7449.990625,0.002188780712231164,7449.990625,0.002188780712231164,7665.8203361953,0.002188784264944843
sn,2705,7449.990625,-0.0003980504814649066,7449.990625,-0.0003980504814649066,7551.59347330997,-0.0003980469287512278
sm,5629,7449.990625,-0.00015274803644160784,7449.990625,-0.00015274803644160784,7438.873912075673,-0.00015274270737108964
sl,5357,7449.990625,-0.00017556622822212375,7449.990625,-0.00017556622822212375,7327.657003990593,-0.00017555734643792675
sc,14951,7449.990625,0.00062930016753171,7449.990625,0.00062930016753171,6393.315188907562,0.0006293019438885494
sb,3906,7449.990625,-0.0002972946333557047,7449.990625,-0.0002972946333557047,6296.763564758621,-0.0002972928569988653
sa,16052,7449.990625,0.0007216662822884246,7449.990625,0.0007216662822884246,6201.632790648512,0.0007216698350021034
sg,667,7449.990625,-0.000569023939078761,7449.990625,-0.000569023939078761,6793.914565194877,-0.0005690194981866625
sf,2221,7449.990625,-0.00043865444609991755,7449.990625,-0.00043865444609991755,6691.588303916583,-0.00043865089338623875
se,61100,7449.990625,0.004500865458112457,7449.990625,0.004500865458112457,6590.7186194962815,0.004500869899004556
sd,3610,7449.990625,-0.0003221281019705202,7449.990625,-0.0003221281019705202,6491.297163490473,-0.0003221254374352611
em,24346,7449.990625,0.0014174723617088603,7449.990625,0.0014174723617088603,8297.704631268884,0.001417475914422539
el,43318,7449.990625,0.003009084537097806,7449.990625,0.003009084537097806,8173.701886811539,0.003009089866168324
eo,6357,7449.990625,-9.167333558934843e-05,7449.990625,-9.167333558934843e-05,8550.39775618538,-9.167155923250903e-05
en,98570,7449.990625,0.007644325172861954,7449.990625,0.007644325172861954,8423.269867838517,0.007644331390110892
ei,14429,7449.990625,0.0005855076423699757,7449.990625,0.0005855076423699757,7811.0574447131385,0.0005855111950836545
eh,3137,7449.990625,-0.000361808361049043,7449.990625,-0.000361808361049043,7693.2904005862365,-0.0003618065846922036
ek,2568,7449.990625,-0.00040954351021582625,7449.990625,-0.00040954351021582625,8051.260832585685,-0.00040953551661004894
ej,613,7449.990625,-0.0005735536490192317,7449.990625,-0.0005735536490192317,7930.380035830332,-0.0005735500963055529
ee,25370,7449.990625,0.001503377866640676,7449.990625,0.001503377866640676,7349.2871303620705,0.0015033814193543549
ed,91697,7449.990625,0.00706772951275525,7449.990625,0.00706772951275525,7237.704003145293,0.007067737506361027
eg,11811,7449.990625,0.0003658762182112696,7449.990625,0.0003658762182112696,7577.075650662379,0.0003658806591033681
ef,18492,7449.990625,0.0009263647626767124,7449.990625,0.0009263647626767124,7462.409361084582,0.0009263683153903912
ea,55589,7449.990625,0.0040385321753433345,7449.990625,0.0040385321753433345,6912.131678936354,0.004038536616235433
ec,32708,7449.990625,0.00211898321111903,7449.990625,0.00211898321111903,7127.654484312647,0.0021189894283679678
eb,5818,7449.990625,-0.0001368922752931212,7449.990625,-0.0001368922752931212,7019.132553341517,-0.0001368878344010227
ey,9806,7449.990625,0.00019767210091004017,7449.990625,0.00019767210091004017,9907.178391224143,0.00019768187087265687
ex,12873,7449.990625,0.00045497117184822855,7449.990625,0.00045497117184822855,9764.563523411265,0.00045497827727558615
ez,1312,7449.990625,-0.0005149134452153703,7449.990625,-0.0005149134452153703,10051.312586935313,-0.0005149107806801112
eu,3449,7449.990625,-0.0003356337430204803,7449.990625,-0.0003356337430204803,9345.906177809216,-0.0003356284139499621
et,33734,7449.990625,0.0022050556935937493,7449.990625,0.0022050556935937493,9209.436287239787,0.0022050610226642675
ew,10437,7449.990625,0.00025060842290258734,7449.990625,0.00025060842290258734,9623.4754764661,0.00025061730468678434
ev,16450,7449.990625,0.0007550546854417917,7449.990625,0.0007550546854417917,9483.921014592976,0.0007550635672259887
eq,2252,7449.990625,-0.0004360529715086159,7449.990625,-0.0004360529715086159,8809.33885129549,-0.0004360494187949371
ep,13093,7449.990625,0.00047342751940959715,7449.990625,0.00047342751940959715,8679.087802921886,0.00047343373665853505
es,94220,7449.990625,0.007279391311953987,7449.990625,0.007279391311953987,9074.515951111058,0.007279400193738184
er,160624,7449.990625,0.012850205344250298,7449.990625,0.012850205344250298,8941.149071425205,0.012850212449677656
eE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4494.1580654406325,-0.000624972962270931
eU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5743.755223680248,-0.0006249774031630295
e-,3061,7449.990625,-0.0003681837057456505,7449.990625,-0.0003681837057456505,3165.7995614445254,-0.0003681810412103914
espace,318357,7449.990625,0.026082855875131372,7449.990625,0.026082855875131372,2658.1400923238944,0.02608285853966663
e9,41,7449.990625,-0.00062154015267879,7449.990625,-0.00062154015267879,3757.9795682815306,-0.0006215348236082718
e8,23,7449.990625,-0.0006230500559922802,7449.990625,-0.0006230500559922802,3703.483371178495,-0.0006230456151001817
e5,30,7449.990625,-0.0006224638582352782,7449.990625,-0.0006224638582352782,3545.8434997197865,-0.0006224603055215994
e4,184,7449.990625,-0.0006095444149423201,7449.990625,-0.0006095444149423201,3495.197469883308,-0.0006095364213365428
e7,12,7449.990625,-0.0006239746497271881,7449.990625,-0.0006239746497271881,3649.9717897872024,-0.0006239693206566699
e6,29,7449.990625,-0.0006225482351851497,7449.990625,-0.0006225482351851497,3597.430064609191,-0.0006225411297577921
e1,1305,7449.990625,-0.0005155005311507921,7449.990625,-0.0005155005311507921,3348.757539140767,-0.0005154943139018542
e0,65,7449.990625,-0.0006195266522013299,7449.990625,-0.0006195266522013299,3301.7290421212515,-0.000619523099487651
e3,635,7449.990625,-0.0005717089024415145,7449.990625,-0.0005717089024415145,3445.4774273476432,-0.0005717035733709963
e2,1056,7449.990625,-0.0005363887112252996,7449.990625,-0.0005363887112252996,3396.668908321841,-0.0005363869348684602
xj,15,7449.990625,-0.0006237215188775735,7449.990625,-0.0006237215188775735,6839.518842425724,-0.0006237161898070553
xk,16,7449.990625,-0.0006236380301061217,7449.990625,-0.0006236380301061217,6943.272987586196,-0.0006236362537492823
xh,296,7449.990625,-0.0006001483754403125,7449.990625,-0.0006001483754403125,6636.351643889453,-0.0006001474872618928
xi,2970,7449.990625,-0.0003758184874413928,7449.990625,-0.0003758184874413928,6737.2142995709755,-0.000375814934727714
xn,63,7449.990625,-0.0006196954061010729,7449.990625,-0.0006196954061010729,7263.3038391732225,-0.0006196936297442335
xo,254,7449.990625,-0.0006036717792312629,7449.990625,-0.0006036717792312629,7372.924983216266,-0.0006036682265175841
xl,79,7449.990625,-0.0006183524803304863,7449.990625,-0.0006183524803304863,7048.4840324410325,-0.0006183480394383878
xm,98,7449.990625,-0.0006167590882455443,7449.990625,-0.0006167590882455443,7155.158842798607,-0.0006167546473534458
xb,116,7449.990625,-0.0006152482967536343,7449.990625,-0.0006152482967536343,6060.974183439007,-0.0006152447440399555
xc,1238,7449.990625,-0.0005211209241906545,7449.990625,-0.0005211209241906545,6153.369163292981,-0.000521116483298556
xa,1575,7449.990625,-0.0004928484287347601,7449.990625,-0.0004928484287347601,5969.95656600919,-0.0004928448760210813
xf,231,7449.990625,-0.0006056017909372713,7449.990625,-0.0006056017909372713,6438.9191284973285,-0.0006055982382235925
xg,15,7449.990625,-0.0006237215188775735,7449.990625,-0.0006237215188775735,6536.922756441741,-0.0006237153016286356
xd,40,7449.990625,-0.0006216236414502418,7449.990625,-0.0006216236414502418,6247.151751718556,-0.0006216192005581433
xe,1259,7449.990625,-0.0005193596663843891,7449.990625,-0.0005193596663843891,6342.331875608078,-0.0005193534491354512
xz,5,7449.990625,-0.0006245617356626099,7449.990625,-0.0006245617356626099,8677.389884595508,-0.0006245581829489311
xx,78,7449.990625,-0.0006184359691019381,7449.990625,-0.0006184359691019381,8426.681579779306,-0.0006184297518530002
xy,178,7449.990625,-0.0006100471239278704,7449.990625,-0.0006100471239278704,8551.281844964626,-0.0006100435712141916
1E,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,6703.888548872968,-0.0006249782913414492
xr,27,7449.990625,-0.0006227152127280533,7449.990625,-0.0006227152127280533,7710.697754859669,-0.0006227134363712139
xs,125,7449.990625,-0.0006144933450968892,7449.990625,-0.0006144933450968892,7826.273463957452,-0.0006144889042047907
xp,2477,7449.990625,-0.0004171782919115685,7449.990625,-0.0004171782919115685,7484.02776431507,-0.0004171729628410503
xq,5,7449.990625,-0.0006245617356626099,7449.990625,-0.0006245617356626099,7596.617186382387,-0.000624555518413672
xv,39,7449.990625,-0.0006217080184001134,7449.990625,-0.0006217080184001134,8182.0034481468165,-0.0006217026893295952
xw,48,7449.990625,-0.0006209530667433683,7449.990625,-0.0006209530667433683,8303.589005875254,-0.0006209486258512698
xt,4881,7449.990625,-0.00021549961815026109,7449.990625,-0.00021549961815026109,7943.347784156303,-0.00021549428907974288
xu,173,7449.990625,-0.0006104672323203886,7449.990625,-0.0006104672323203886,8061.923649991765,-0.0006104636796067098
1q,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,12736.262568909171,-0.0006248077610848668
1p,221,7449.990625,-0.0006064402313654682,7449.990625,-0.0006064402313654682,12567.83488061533,-0.0006064304614028515
1s,392,7449.990625,-0.0005920943735304718,7449.990625,-0.0005920943735304718,13076.87542150618,-0.0005920899326383733
1r,91,7449.990625,-0.000617346174180966,7449.990625,-0.000617346174180966,12905.94986830879,-0.0006173426214672872
1u,21,7449.990625,-0.0006232188098920233,7449.990625,-0.0006232188098920233,13422.352589720802,-0.0006232143689999248
1t,408,7449.990625,-0.0005907514477598852,7449.990625,-0.0005907514477598852,13249.017214676856,-0.0005907470068677867
1w,63,7449.990625,-0.0006196954061010729,7449.990625,-0.0006196954061010729,13772.510310227339,-0.0006196856361384562
1v,32,7449.990625,-0.0006222951043355351,7449.990625,-0.0006222951043355351,13596.858257238882,-0.0006222933279786957
1y,106,7449.990625,-0.000616087625360251,7449.990625,-0.000616087625360251,14127.154943617552,-0.0006160858490034116
1x,12,7449.990625,-0.0006239746497271881,7449.990625,-0.0006239746497271881,13949.28423847137,-0.0006239693206566699
1z,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,14306.096754903509,-0.0006248095374417062
xE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3931.7545417200886,-0.0006249756268061901
1a,118,7449.990625,-0.0006150813192107307,7449.990625,-0.0006150813192107307,10204.974647008517,-0.0006150724374265337
1c,155,7449.990625,-0.0006119771356338788,7449.990625,-0.0006119771356338788,10501.360860721104,-0.0006119735829202
1b,73,7449.990625,-0.0006188551893160366,7449.990625,-0.0006188551893160366,10352.420123502192,-0.0006188489720670987
1e,77,7449.990625,-0.0006185203460518096,7449.990625,-0.0006185203460518096,10803.685065761572,-0.0006185167933381308
1d,92,7449.990625,-0.0006172626854095142,7449.990625,-0.0006172626854095142,10651.786281931965,-0.0006172582445174157
1g,86,7449.990625,-0.0006177653943950645,7449.990625,-0.0006177653943950645,11111.853714332876,-0.000617760953502966
1f,80,7449.990625,-0.0006182689915590345,7449.990625,-0.0006182689915590345,10957.04514635304,-0.0006182601097748375
1i,195,7449.990625,-0.000608620709385832,7449.990625,-0.000608620709385832,11425.761368906878,-0.0006086144921368941
1h,117,7449.990625,-0.0006151648079821825,7449.990625,-0.0006151648079821825,11268.097218595063,-0.0006151630316253431
1k,70,7449.990625,-0.0006191074319872314,7449.990625,-0.0006191074319872314,11745.29077252447,-0.0006191029910951329
1j,116,7449.990625,-0.0006152482967536343,7449.990625,-0.0006152482967536343,11584.831139339438,-0.0006152429676831161
1m,82,7449.990625,-0.0006181011258377112,7449.990625,-0.0006181011258377112,12070.312971802743,-0.0006180975731240324
1l,237,7449.990625,-0.0006050973055948816,7449.990625,-0.0006050973055948816,11907.123784737074,-0.0006050937528812028
1o,55,7449.990625,-0.0006203668689863662,7449.990625,-0.0006203668689863662,12400.687492729528,-0.000620361539915848
1n,121,7449.990625,-0.0006148299647179556,7449.990625,-0.0006148299647179556,12234.840415825132,-0.0006148237474690177
x-,326,7449.990625,-0.0005976312777988824,7449.990625,-0.0005976312777988824,2820.765151048835,-0.0005976268369067839
xspace,3550,7449.990625,-0.00032716052089654113,7449.990625,-0.00032716052089654113,2395.3541617499623,-0.00032715608000444263
x8,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3270.415993365124,-0.0006246407835419632
x9,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3315.974952773134,-0.0006249756268061901
x2,27,7449.990625,-0.0006227152127280533,7449.990625,-0.0006227152127280533,3013.8912739027796,-0.0006227116600143745
x3,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,3054.706159126176,-0.0006243867645139289
x0,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,2934.4879061603992,-0.0006246407835419632
x1,41,7449.990625,-0.00062154015267879,7449.990625,-0.00062154015267879,2973.8226475742154,-0.000621531270894593
x6,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3181.7539341844144,-0.0006248885853210595
x7,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,3225.6800082664813,-0.0006243858763355092
x4,5,7449.990625,-0.0006245617356626099,7449.990625,-0.0006245617356626099,3096.279800155858,-0.0006245581829489311
x5,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3138.6248139122417,-0.0006248903616778989
11,3495,7449.990625,-0.0003317746077868833,7449.990625,-0.0003317746077868833,4922.779743494548,-0.0003317657260026863
10,5134,7449.990625,-0.0001942748184546872,7449.990625,-0.0001942748184546872,4847.924098643868,-0.0001942721539194281
13,2824,7449.990625,-0.0003880664678490575,7449.990625,-0.0003880664678490575,5076.312534744844,-0.000388062026956959
12,3646,7449.990625,-0.0003191065189867004,7449.990625,-0.0003191065189867004,4998.904523617488,-0.000319104742629861
15,3239,7449.990625,-0.000353251650153652,7449.990625,-0.000353251650153652,5235.03380688902,-0.0003532489856183929
14,2842,7449.990625,-0.0003865583408924067,7449.990625,-0.0003865583408924067,5155.017710216673,-0.0003865556763571476
17,2078,7449.990625,-0.00045065018383638744,7449.990625,-0.00045065018383638744,5399.0528226392325,-0.00045064929565796774
16,1998,7449.990625,-0.0004573621481540613,7449.990625,-0.0004573621481540613,5316.374390804568,-0.0004573585954403825
19,20138,7449.990625,0.0010644507497659106,7449.990625,0.0010644507497659106,5568.475557161831,0.001064455190658009
18,4256,7449.990625,-0.000267933231157258,7449.990625,-0.000267933231157258,5483.082242938951,-0.0002679314548004186
1space,11369,7449.990625,0.00032879654554562876,7449.990625,0.00032879654554562876,3810.908379308449,0.00032880098643772726
1-,356,7449.990625,-0.0005951141801574522,7449.990625,-0.0005951141801574522,4630.828871363343,-0.0005951115156221931
j8,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3579.1861392322107,-0.0006249720740925113
j9,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3631.17073491808,-0.000624893026213158
j4,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3380.51647636094,-0.0006248921380347383
j5,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3428.8222012432593,-0.000624893026213158
j6,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3478.0262222346964,-0.0006248903616778989
j7,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3528.1427647570517,-0.0006246407835419632
j0,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,3195.9953245761963,-0.0006248077610848668
j1,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,3240.8482202119476,-0.0006248086492632865
j2,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,3286.543473120433,-0.000624389429049188
j3,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3333.094913029341,-0.0006248912498563186
j-,29,7449.990625,-0.0006225482351851497,7449.990625,-0.0006225482351851497,3066.354181380903,-0.0006225446824714709
jspace,714,7449.990625,-0.0005650804268952925,7449.990625,-0.0005650804268952925,2582.1008370739796,-0.0005650724332895152
y4,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3077.936354137385,-0.0006246407835419632
jx,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,9396.562963973784,-0.0006249765149846098
jy,31,7449.990625,-0.0006223794812854067,7449.990625,-0.0006223794812854067,9534.557621152566,-0.0006223759285717279
jz,15,7449.990625,-0.0006237215188775735,7449.990625,-0.0006237215188775735,9674.079111628265,-0.0006237197425207341
jt,22,7449.990625,-0.0006231344329421518,7449.990625,-0.0006231344329421518,8859.949762918604,-0.0006231299920500533
ju,5284,7449.990625,-0.00018169199478279552,7449.990625,-0.00018169199478279552,8991.79028109776,-0.00018168311299859852
jv,27,7449.990625,-0.0006227152127280533,7449.990625,-0.0006227152127280533,9125.174964400008,-0.0006227116600143745
jw,10,7449.990625,-0.000624140739091672,7449.990625,-0.000624140739091672,9260.100519300413,-0.0006241354100211538
jp,1501,7449.990625,-0.000499056795888464,7449.990625,-0.000499056795888464,8348.071572996216,-0.0004990523549963655
jq,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,8473.71597714024,-0.0006248077610848668
jr,239,7449.990625,-0.000604930328051978,7449.990625,-0.000604930328051978,8600.911001724586,-0.000604921446267781
js,77,7449.990625,-0.0006185203460518096,7449.990625,-0.0006185203460518096,8729.656022852892,-0.0006185150169812914
jl,43,7449.990625,-0.0006213731751358864,7449.990625,-0.0006213731751358864,7860.990335364866,-0.0006213696224222076
jm,33,7449.990625,-0.0006222116155640833,7449.990625,-0.0006222116155640833,7980.4387309538615,-0.0006222062864935651
jn,152,7449.990625,-0.0006122284901266539,7449.990625,-0.0006122284901266539,8101.433913827271,-0.0006122258255913948
jo,5715,7449.990625,-0.00014553425131680342,7449.990625,-0.00014553425131680342,8223.977769520776,-0.00014553069860312462
jh,45,7449.990625,-0.0006212053094145631,7449.990625,-0.0006212053094145631,7398.606224844481,-0.0006211990921656252
ji,957,7449.990625,-0.0005446958439847549,7449.990625,-0.0005446958439847549,7511.898111876376,-0.000544689626735817
jj,44,7449.990625,-0.0006212887981860149,7449.990625,-0.0006212887981860149,7626.7233830641035,-0.0006212870218291755
jk,72,7449.990625,-0.0006189404544443278,7449.990625,-0.0006189404544443278,7743.086242888331,-0.0006189315726601308
jd,74,7449.990625,-0.0006187725887230044,7449.990625,-0.0006187725887230044,6960.669572402118,-0.0006187645951172271
je,3435,7449.990625,-0.0003368088030697436,7449.990625,-0.0003368088030697436,7067.880700892011,-0.0003368052503560648
jf,18,7449.990625,-0.0006234692762063787,7449.990625,-0.0006234692762063787,7176.603063842729,-0.0006234657234926999
jg,21,7449.990625,-0.0006232188098920233,7449.990625,-0.0006232188098920233,7286.842970445574,-0.0006232099281078263
ja,5438,7449.990625,-0.0001687716633114178,7449.990625,-0.0001687716633114178,6648.033231653354,-0.0001687663342408996
jb,20,7449.990625,-0.0006233031868418948,7449.990625,-0.0006233031868418948,6750.753343918412,-0.0006233005223066357
jc,98,7449.990625,-0.0006167590882455443,7449.990625,-0.0006167590882455443,6854.962878620295,-0.0006167528709966064
jU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5528.187682067998,-0.0006249774031630295
jE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4333.715678576435,-0.0006249765149846098
6space,5919,7449.990625,-0.000128419053169182,7449.990625,-0.000128419053169182,3668.2046363805825,-0.0001284146122770835
6-,241,7449.990625,-0.000604761574152235,7449.990625,-0.000604761574152235,4453.894349371057,-0.0006047580214385562
60,1231,7449.990625,-0.000521708898304496,7449.990625,-0.000521708898304496,4662.362228143185,-0.0005217053455908172
61,600,7449.990625,-0.0005746443321186234,7449.990625,-0.0005746443321186234,4734.285016575898,-0.0005746407794049446
62,633,7449.990625,-0.0005718749918059984,7449.990625,-0.0005718749918059984,4807.449147340326,-0.0005718723272707393
63,640,7449.990625,-0.0005712887940489964,7449.990625,-0.0005712887940489964,4881.869208519328,-0.0005712816886216388
64,717,7449.990625,-0.0005648281842240976,7449.990625,-0.0005648281842240976,4957.559657059914,-0.0005648246315104188
65,758,7449.990625,-0.0005613909337398582,7449.990625,-0.0005613909337398582,5034.534805040451,-0.0005613891573830188
66,527,7449.990625,-0.0005807692105008755,7449.990625,-0.0005807692105008755,5112.808805666153,-0.0005807656577871967
67,583,7449.990625,-0.0005760707466606618,7449.990625,-0.0005760707466606618,5192.3956390044505,-0.0005760645294117239
68,611,7449.990625,-0.0005737224029189747,7449.990625,-0.0005737224029189747,5273.309097472791,-0.0005737188502052959
69,591,7449.990625,-0.0005754001719537882,7449.990625,-0.0005754001719537882,5355.562771092343,-0.0005753975074185291
6a,105,7449.990625,-0.0006161720023101225,7449.990625,-0.0006161720023101225,9858.792190692622,-0.000616167561418024
6b,56,7449.990625,-0.000620281603858075,7449.990625,-0.000620281603858075,10003.089241176522,-0.0006202753866091371
6c,96,7449.990625,-0.0006169260657884479,7449.990625,-0.0006169260657884479,10148.911570192407,-0.0006169207367179297
6d,57,7449.990625,-0.0006201981150866231,7449.990625,-0.0006201981150866231,10296.250181300085,-0.0006201918978376852
6e,47,7449.990625,-0.0006210374436932398,7449.990625,-0.0006210374436932398,10445.095326562287,-0.000621033890979561
6f,30,7449.990625,-0.0006224638582352782,7449.990625,-0.0006224638582352782,10595.436504969548,-0.0006224567528079206
6g,59,7449.990625,-0.0006200311375437195,7449.990625,-0.0006200311375437195,10747.262461673998,-0.0006200213675811028
6h,147,7449.990625,-0.0006126485985191721,7449.990625,-0.0006126485985191721,10900.561188041636,-0.0006126450458054933
6i,89,7449.990625,-0.0006175140399022894,7449.990625,-0.0006175140399022894,11055.31992253112,-0.0006175060462965121
6j,25,7449.990625,-0.0006228830784493766,7449.990625,-0.0006228830784493766,11211.525152405477,-0.0006228786375572781
6k,22,7449.990625,-0.0006231344329421518,7449.990625,-0.0006231344329421518,11369.162616281586,-0.000623130880228473
6l,165,7449.990625,-0.0006111369188488425,7449.990625,-0.0006111369188488425,11528.217307520597,-0.0006111333661351637
6m,46,7449.990625,-0.0006211218206431113,7449.990625,-0.0006211218206431113,11688.673478460816,-0.0006211182679294325
6n,33,7449.990625,-0.0006222116155640833,7449.990625,-0.0006222116155640833,11850.514645492935,-0.0006222080628504045
6o,38,7449.990625,-0.0006217923953499849,7449.990625,-0.0006217923953499849,12013.723594975763,-0.0006217835135657879
6p,185,7449.990625,-0.0006094609261708683,7449.990625,-0.0006094609261708683,12178.28238998898,-0.0006094564852787698
6q,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,12344.172377917741,-0.0006249756268061901
6r,64,7449.990625,-0.0006196101409727817,7449.990625,-0.0006196101409727817,12511.374198862231,-0.0006196065882591029
6s,122,7449.990625,-0.0006147455877680841,7449.990625,-0.0006147455877680841,12679.867794863749,-0.0006147438114112447
6t,353,7449.990625,-0.0005953655346502273,7449.990625,-0.0005953655346502273,12849.632419937052,-0.0005953566528660303
6u,11,7449.990625,-0.0006240563621418005,7449.990625,-0.0006240563621418005,13020.646650897286,-0.000624051921249702
6v,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,13192.88839896806,-0.0006248050965496077
6w,28,7449.990625,-0.0006226317239566015,7449.990625,-0.0006226317239566015,13366.334922155767,-0.0006226255067076636
6x,5,7449.990625,-0.0006245617356626099,7449.990625,-0.0006245617356626099,13540.96283837368,-0.0006245572947705114
6y,51,7449.990625,-0.0006207026004290128,7449.990625,-0.0006207026004290128,13716.74813929789,-0.0006206999358937537
6z,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,13893.666204935686,-0.0006247233841349953
6E,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,6451.747322086559,-0.000624972962270931
6U,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,8248.46469815818,-0.0006249782913414492
2U,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,8493.37752993128,-0.0006249747386277704
2E,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,6652.90647440527,-0.0006249765149846098
yE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3905.606331656383,-0.0006249765149846098
o-,1582,7449.990625,-0.000492262230977758,7449.990625,-0.000492262230977758,2973.261148316365,-0.000492253349193561
ospace,62535,7449.990625,0.004621250937475452,7449.990625,0.004621250937475452,2511.142634812173,0.004621254490189131
o9,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,3512.028319899208,-0.0006248077610848668
o8,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3462.442394418367,-0.0006248921380347383
o7,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,3413.754736983826,-0.000624724272313415
o6,20,7449.990625,-0.0006233031868418948,7449.990625,-0.0006233031868418948,3365.95138956281,-0.0006233005223066357
o5,9,7449.990625,-0.0006242251160415435,7449.990625,-0.0006242251160415435,3319.0184852164743,-0.0006242197869710253
o4,8,7449.990625,-0.000624309492991415,7449.990625,-0.000624309492991415,3272.9422533674683,-0.0006243032757424771
o3,20,7449.990625,-0.0006233031868418948,7449.990625,-0.0006233031868418948,3227.7090247892716,-0.0006232934168792781
o2,86,7449.990625,-0.0006177653943950645,7449.990625,-0.0006177653943950645,3183.305236322223,-0.0006177600653245463
o1,63,7449.990625,-0.0006196954061010729,7449.990625,-0.0006196954061010729,3139.717435321446,-0.0006196900770305547
o0,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3096.9322838420185,-0.0006246398953635435
oE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4182.302812723722,-0.0006249765149846098
oU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5323.279175444753,-0.0006249747386277704
oo,16619,7449.990625,0.0007692326775554648,7449.990625,0.0007692326775554648,7909.079170634767,0.0007692371184475633
on,133148,7449.990625,0.010545167405950906,7449.990625,0.010545167405950906,7791.153317142875,0.010545171846843004
om,37600,7449.990625,0.002529385589866706,7449.990625,0.002529385589866706,7674.755611373518,0.0025293926952940637
ol,30959,7449.990625,0.00197225347164931,7449.990625,0.00197225347164931,7559.882573032851,0.0019722605770766677
ok,5531,7449.990625,-0.0001609699040727719,7449.990625,-0.0001609699040727719,7446.530170817981,-0.0001609654631806734
oj,1033,7449.990625,-0.000538318722931308,7449.990625,-0.000538318722931308,7334.693835474751,-0.0005383125056823701
oi,6543,7449.990625,-7.606981711205663e-05,7449.990625,-7.606981711205663e-05,7224.368473151162,-7.606715257679753e-05
oh,2332,7449.990625,-0.00042934100719094204,7449.990625,-0.00042934100719094204,7115.548479020986,-0.00042933656629884354
og,7984,7449.990625,4.481837123648802e-05,7449.990625,4.481837123648802e-05,7008.227751152204,4.482547666384562e-05
of,68396,7449.990625,0.005112947398799861,7449.990625,0.005112947398799861,6902.399704594956,0.005112954504227218
oe,2250,7449.990625,-0.0004362217254083589,7449.990625,-0.0004362217254083589,6798.057285663962,-0.0004362199490515195
od,13965,7449.990625,0.000546582334948198,7449.990625,0.000546582334948198,6695.192986390489,0.0005465876640187162
oc,16112,7449.990625,0.0007266987012144455,7449.990625,0.0007266987012144455,6593.79885911936,0.0007267075829986425
ob,5611,7449.990625,-0.00015425793975509805,7449.990625,-0.00015425793975509805,6493.866531226708,-0.00015424905797090105
