First_column,Second_column,Third_column,Fourth_column,Fifth_column,Sixth_column,Seventh_column,Eighth_column
y6,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,3162.6181010220084,-0.000624804208371188
24,1138,7449.990625,-0.0005295106575431419,7449.990625,-0.0005295106575431419,5114.916486803428,-0.000529504440294204
25,1581,7449.990625,-0.0004923466079276295,7449.990625,-0.0004923466079276295,5194.324982550782,-0.0004923395025002719
26,929,7449.990625,-0.000547044187726442,7449.990625,-0.000547044187726442,5275.053139114161,-0.0005470406350127632
27,913,7449.990625,-0.0005483871134970286,7449.990625,-0.0005483871134970286,5357.1144487225465,-0.0005483826726049301
20,19614,7449.990625,0.0010204921352396923,7449.990625,0.0010204921352396923,4810.202605344797,0.0010205010170238893
21,1266,7449.990625,-0.0005187725804489673,7449.990625,-0.0005187725804489673,4884.471143946215,-0.0005187681395568688
22,1162,7449.990625,-0.000527496268887262,7449.990625,-0.000527496268887262,4960.003528335568,-0.0005274891634599044
23,1071,7449.990625,-0.0005351310505830043,7449.990625,-0.0005351310505830043,5036.813960640326,-0.0005351283860477452
28,949,7449.990625,-0.0005453655305132088,7449.990625,-0.0005453655305132088,5440.522189875858,-0.00054536197779953
29,910,7449.990625,-0.0005486366916329644,7449.990625,-0.0005486366916329644,5525.289412415912,-0.0005486304743840265
2space,10337,7449.990625,0.00024221957772851965,7449.990625,0.00024221957772851965,3781.7972063325687,0.00024222757133429695
2-,387,7449.990625,-0.0005925127055661505,7449.990625,-0.0005925127055661505,4594.835987630441,-0.0005925118173877308
yi,3130,7449.990625,-0.0003623963351628845,7449.990625,-0.0003623963351628845,6685.5435604947215,-0.0003623865652002678
yh,762,7449.990625,-0.0005610543141187918,7449.990625,-0.0005610543141187918,6585.552883000034,-0.0005610472086914342
yk,542,7449.990625,-0.0005795106616801604,7449.990625,-0.0005795106616801604,6889.834583509486,-0.0005795062207880619
yj,116,7449.990625,-0.0006152482967536343,7449.990625,-0.0006152482967536343,6786.968155565991,-0.0006152438558615358
ym,2189,7449.990625,-0.00044133940946267103,7449.990625,-0.00044133940946267103,7099.922548949813,-0.00044133585674899223
yl,3026,7449.990625,-0.00037112179995801853,7449.990625,-0.00037112179995801853,6994.1503523325,-0.0003711164708875003
yo,5736,7449.990625,-0.00014377121715369867,7449.990625,-0.00014377121715369867,7315.862385713852,-0.00014376411172634107
yn,1852,7449.990625,-0.0004696110167401457,7449.990625,-0.0004696110167401457,7207.1578254871065,-0.0004696074640264669
ya,3826,7449.990625,-0.00030400659767337856,7449.990625,-0.00030400659767337856,5925.023857706534,-0.00030400482131653916
yc,1661,7449.990625,-0.0004856346436099557,7449.990625,-0.0004856346436099557,6106.804468498878,-0.00048562487364733897
yb,746,7449.990625,-0.000562395463532539,7449.990625,-0.000562395463532539,6015.230023703562,-0.0005623892462836011
ye,11780,7449.990625,0.0003632765199768073,7449.990625,0.0003632765199768073,6294.099385818929,0.0003632845135825846
yd,1186,7449.990625,-0.0005254827684098018,7449.990625,-0.0005254827684098018,6199.757567277245,-0.0005254747748040245
yg,294,7449.990625,-0.0006003144648047964,7449.990625,-0.0006003144648047964,6486.987814388035,-0.0006003064711990191
yf,449,7449.990625,-0.0005873115327403866,7449.990625,-0.0005873115327403866,6389.839666521514,-0.0005873079800267078
yy,494,7449.990625,-0.0005835376626350808,7449.990625,-0.0005835376626350808,8484.73659027258,-0.0005835323335645626
yx,44,7449.990625,-0.0006212887981860149,7449.990625,-0.0006212887981860149,8361.105952393647,-0.0006212834691154967
yz,213,7449.990625,-0.0006071116942507615,7449.990625,-0.0006071116942507615,8609.871479248206,-0.0006071045888234039
yq,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,7537.701850214935,-0.000624389429049188
yp,4902,7449.990625,-0.00021373836034399574,7449.990625,-0.00021373836034399574,7426.0419716279885,-0.00021373836034399574
ys,6710,7449.990625,-6.205969071970685e-05,7449.990625,-6.205969071970685e-05,7765.481100243322,-6.205169711392955e-05
yr,1381,7449.990625,-0.0005091251864541846,7449.990625,-0.0005091251864541846,7650.84680040373,-0.0005091207455620861
yu,682,7449.990625,-0.0005677662784364657,7449.990625,-0.0005677662784364657,7999.232281453913,-0.0005677627257227869
yt,2314,7449.990625,-0.00043085268686127165,7449.990625,-0.00043085268686127165,7881.608514322095,-0.00043084558143391405
yw,531,7449.990625,-0.0005804334790582288,7449.990625,-0.0005804334790582288,8238.979129427109,-0.0005804272618092909
yv,115,7449.990625,-0.0006153326737035059,7449.990625,-0.0006153326737035059,8118.355102653879,-0.0006153282328114074
2t,325,7449.990625,-0.0005977147665703342,7449.990625,-0.0005977147665703342,13169.334439631939,-0.0005977112138566554
2u,17,7449.990625,-0.0006235545413346699,7449.990625,-0.0006235545413346699,13342.229130716389,-0.0006235501004425714
2v,34,7449.990625,-0.0006221281267926315,7449.990625,-0.0006221281267926315,13516.305706577943,-0.0006221219095436936
2w,53,7449.990625,-0.0006205338465292698,7449.990625,-0.0006205338465292698,13691.540478700575,-0.0006205320701724304
2p,205,7449.990625,-0.0006077831571360548,7449.990625,-0.0006077831571360548,12490.026143990479,-0.0006077769398871169
2q,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,12657.969106489516,-0.0006248068729064471
2r,109,7449.990625,-0.0006158362708674758,7449.990625,-0.0006158362708674758,12827.182327828246,-0.0006158300536185379
2s,169,7449.990625,-0.0006108020755846155,7449.990625,-0.0006108020755846155,12997.644696924537,-0.0006107958583356776
2x,8,7449.990625,-0.000624309492991415,7449.990625,-0.000624309492991415,13867.909147811532,-0.0006243032757424771
2y,77,7449.990625,-0.0006185203460518096,7449.990625,-0.0006185203460518096,14045.38681873041,-0.0006185159051597111
2z,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,14223.94801588676,-0.0006247207195997362
2d,93,7449.990625,-0.0006171783084596427,7449.990625,-0.0006171783084596427,10580.52746962499,-0.0006171738675675442
2e,70,7449.990625,-0.0006191074319872314,7449.990625,-0.0006191074319872314,10731.834948068807,-0.0006191021029167132
2f,42,7449.990625,-0.0006214566639073382,7449.990625,-0.0006214566639073382,10884.611012442596,-0.0006214522230152397
2g,76,7449.990625,-0.0006186047230016811,7449.990625,-0.0006186047230016811,11038.843154826125,-0.0006185949530390644
2a,137,7449.990625,-0.000613487038947369,7449.990625,-0.000613487038947369,10135.530435920984,-0.0006134825980552705
2b,107,7449.990625,-0.0006160032484103795,7449.990625,-0.0006160032484103795,10282.364571515513,-0.0006159996956967007
2c,189,7449.990625,-0.0006091251947282217,7449.990625,-0.0006091251947282217,10430.700339018706,-0.000609124306549802
2l,232,7449.990625,-0.0006055165258089801,7449.990625,-0.0006055165258089801,11831.355290476378,-0.0006055085322032028
2m,79,7449.990625,-0.0006183524803304863,7449.990625,-0.0006183524803304863,11994.019744287283,-0.000618344486724709
2n,219,7449.990625,-0.0006066063207299521,7449.990625,-0.0006066063207299521,12158.032057997068,-0.0006066027680162733
2o,43,7449.990625,-0.0006213731751358864,7449.990625,-0.0006213731751358864,12323.373877132943,-0.0006213660697085288
2h,117,7449.990625,-0.0006151648079821825,7449.990625,-0.0006151648079821825,11194.518122734022,-0.0006151612552685037
2i,156,7449.990625,-0.0006118918705055876,7449.990625,-0.0006118918705055876,11351.621921386779,-0.0006118865414350694
2j,75,7449.990625,-0.0006186890999515526,7449.990625,-0.0006186890999515526,11510.13981680903,-0.0006186837708810344
2k,39,7449.990625,-0.0006217080184001134,7449.990625,-0.0006217080184001134,11670.056339757102,-0.0006217000247943361
3U,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,8431.843514978778,-0.0006249702977356719
7g,50,7449.990625,-0.0006207860892004646,7449.990625,-0.0006207860892004646,10674.53498393292,-0.0006207763192378479
7f,34,7449.990625,-0.0006221281267926315,7449.990625,-0.0006221281267926315,10523.335225479219,-0.0006221192450084345
7e,49,7449.990625,-0.0006208686897934967,7449.990625,-0.0006208686897934967,10373.626977211052,-0.0006208633607229785
7d,52,7449.990625,-0.0006206173353007216,7449.990625,-0.0006206173353007216,10225.421169637064,-0.0006206155589438822
7c,113,7449.990625,-0.0006155014276032489,7449.990625,-0.0006155014276032489,10078.727978040819,-0.0006154960985327307
7b,57,7449.990625,-0.0006201981150866231,7449.990625,-0.0006201981150866231,9933.556823605402,-0.000620192786016105
7a,101,7449.990625,-0.0006165077337527691,7449.990625,-0.0006165077337527691,9789.916375345212,-0.0006165006283254115
7o,35,7449.990625,-0.00062204374984276,7449.990625,-0.00062204374984276,11936.267057799627,-0.0006220410853075009
7n,52,7449.990625,-0.0006206173353007216,7449.990625,-0.0006206173353007216,11773.619060132944,-0.0006206111180517837
7m,49,7449.990625,-0.0006208686897934967,7449.990625,-0.0006208686897934967,11612.34807855738,-0.0006208615843661391
7l,130,7449.990625,-0.0006140750130612105,7449.990625,-0.0006140750130612105,11452.471026353143,-0.0006140696839906923
7k,13,7449.990625,-0.0006238902727773166,7449.990625,-0.0006238902727773166,11294.004082534786,-0.0006238849437067984
7j,29,7449.990625,-0.0006225482351851497,7449.990625,-0.0006225482351851497,11136.962686282815,-0.0006225393534009527
7i,103,7449.990625,-0.0006163389798530261,7449.990625,-0.0006163389798530261,10981.361532219678,-0.0006163372034961867
7h,108,7449.990625,-0.0006159197596389276,7449.990625,-0.0006159197596389276,10827.21456653119,-0.00061591265421157
7w,32,7449.990625,-0.0006222951043355351,7449.990625,-0.0006222951043355351,13284.757561496503,-0.0006222915516218563
7v,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,13111.787926479941,-0.0006248912498563186
7u,17,7449.990625,-0.0006235545413346699,7449.990625,-0.0006235545413346699,12940.034510813592,-0.0006235492122641517
7t,374,7449.990625,-0.000593604276843962,7449.990625,-0.000593604276843962,12769.519801821736,-0.0005935980595950241
7s,86,7449.990625,-0.0006177653943950645,7449.990625,-0.0006177653943950645,12600.26562681743,-0.0006177600653245463
7r,64,7449.990625,-0.0006196101409727817,7449.990625,-0.0006196101409727817,12432.293141021008,-0.0006196083646159423
7q,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,12265.622816253808,-0.0006248939143915777
7p,120,7449.990625,-0.0006149134534894074,7449.990625,-0.0006149134534894074,12100.27443042148,-0.0006149090125973089
7z,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,13810.729284067978,-0.0006249765149846098
7y,42,7449.990625,-0.0006214566639073382,7449.990625,-0.0006214566639073382,13634.252318013827,-0.0006214522230152397
7x,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,13458.920281368586,-0.0006248086492632865
7E,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,6402.176034831965,-0.0006249738504493507
kspace,17591,7449.990625,0.0008507763382681333,7449.990625,0.0008507763382681333,2567.511453515116,0.0008507798909818121
k-,409,7449.990625,-0.0005906679589884334,7449.990625,-0.0005906679589884334,3047.236618052155,-0.0005906581890258167
k3,20,7449.990625,-0.0006233031868418948,7449.990625,-0.0006233031868418948,3311.467136340733,-0.0006232943050576978
k2,80,7449.990625,-0.0006182689915590345,7449.990625,-0.0006182689915590345,3265.354016355072,-0.0006182627743100966
k1,142,7449.990625,-0.0006130669305548508,7449.990625,-0.0006130669305548508,3220.0889744635883,-0.0006130624896627523
k0,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3175.6582761180484,-0.0006248912498563186
k7,2,7449.990625,-0.0006248122019769653,7449.990625,-0.0006248122019769653,3504.678782667455,-0.0006248077610848668
k6,12,7449.990625,-0.0006239746497271881,7449.990625,-0.0006239746497271881,3455.0339087267757,-0.0006239657679429911
k5,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3406.293086498072,-0.0006249738504493507
k4,8,7449.990625,-0.000624309492991415,7449.990625,-0.000624309492991415,3358.4421774754537,-0.0006243059402777362
k9,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3606.737671249209,-0.0006246416717203829
k8,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3555.2419343301754,-0.0006248894734994792
kE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4302.717479756912,-0.0006249756268061901
7space,5645,7449.990625,-0.00015140688702786065,7449.990625,-0.00015140688702786065,3640.519493076824,-0.00015140333431418185
7-,218,7449.990625,-0.0006066915858582433,7449.990625,-0.0006066915858582433,4419.423527932484,-0.0006066871449661448
77,691,7449.990625,-0.0005670113267797205,7449.990625,-0.0005670113267797205,5151.988914431004,-0.000567006885887622
76,721,7449.990625,-0.0005644933409598707,7449.990625,-0.0005644933409598707,5073.021418192177,-0.000564492452781451
75,815,7449.990625,-0.0005566072047713533,7449.990625,-0.0005566072047713533,4995.361301691792,-0.0005566045402360942
74,643,7449.990625,-0.0005710374395562212,7449.990625,-0.0005710374395562212,4918.994472890276,-0.000571032110485703
73,607,7449.990625,-0.0005740581343616213,7449.990625,-0.0005740581343616213,4843.906673150343,-0.0005740474762205849
72,703,7449.990625,-0.0005660032442733609,7449.990625,-0.0005660032442733609,4770.083491424581,-0.0005659996915596821
71,620,7449.990625,-0.0005729674512622296,7449.990625,-0.0005729674512622296,4697.51037817622,-0.0005729630103701311
70,1096,7449.990625,-0.000533034949512512,7449.990625,-0.000533034949512512,4626.1726590217895,-0.0005330305086204135
79,695,7449.990625,-0.0005666747071586542,7449.990625,-0.0005666747071586542,5313.901494398455,-0.0005666658253744572
78,649,7449.990625,-0.0005705338423922512,7449.990625,-0.0005705338423922512,5232.277701407847,-0.000570528513321733
kc,297,7449.990625,-0.0006000648866688607,7449.990625,-0.0006000648866688607,6801.799420136001,-0.0006000613339551819
kb,363,7449.990625,-0.0005945270942220304,7449.990625,-0.0005945270942220304,6698.448916916076,-0.0005945217651515122
ka,8933,7449.990625,0.00012443379659998755,7449.990625,0.00012443379659998755,6596.580918583023,0.00012444001384892545
kg,517,7449.990625,-0.0005816067627506527,7449.990625,-0.0005816067627506527,7230.178807155201,-0.000581605874572233
kf,256,7449.990625,-0.0006035039135099396,7449.990625,-0.0006035039135099396,7120.823278657526,-0.0006035021371531002
ke,18425,7449.990625,0.0009207434814584303,7449.990625,0.0009207434814584303,7012.979325897194,0.0009207479223505288
kd,231,7449.990625,-0.0006056017909372713,7449.990625,-0.0006056017909372713,6906.640387131811,-0.0006055991264020122
kk,470,7449.990625,-0.0005855502749341213,7449.990625,-0.0005855502749341213,7682.830288812993,-0.000585542281328344
kj,77,7449.990625,-0.0006185203460518096,7449.990625,-0.0006185203460518096,7567.372953597133,-0.0006185159051597111
ki,9625,7449.990625,0.00018248691446842713,7449.990625,0.00018248691446842713,7453.448348941823,0.00018249046718210593
kh,1356,7449.990625,-0.0005112212875246769,7449.990625,-0.0005112212875246769,7341.051978118791,-0.0005112132939188996
ko,2940,7449.990625,-0.00037833558508282294,7449.990625,-0.00037833558508282294,8160.057317285798,-0.00037833203236914414
kn,2960,7449.990625,-0.0003766569278695897,7449.990625,-0.0003766569278695897,8038.43530441011,-0.0003766498224422321
km,1095,7449.990625,-0.0005331166619271244,7449.990625,-0.0005331166619271244,7918.35837071544,-0.0005331104446781865
kl,1539,7449.990625,-0.0004958691235401602,7449.990625,-0.0004958691235401602,7799.824300537202,-0.0004958611299343829
ks,7017,7449.990625,-3.630518108366232e-05,7449.990625,-3.630518108366232e-05,8662.019178053319,-3.629985201314412e-05
kr,1190,7449.990625,-0.0005251479251455748,7449.990625,-0.0005251479251455748,8534.206895070205,-0.0005251434842534763
kq,197,7449.990625,-0.0006084546200213481,7449.990625,-0.0006084546200213481,8407.942423936092,-0.0006084466264155708
kp,291,7449.990625,-0.000600567595654411,7449.990625,-0.000600567595654411,8283.226023487323,-0.0006005631547623125
kw,373,7449.990625,-0.0005936895419722532,7449.990625,-0.0005936895419722532,9188.718455146927,-0.000593684212901735
kv,104,7449.990625,-0.000616256379259994,7449.990625,-0.000616256379259994,9054.730568010045,-0.0006162537147247349
ku,1237,7449.990625,-0.0005212044129621063,7449.990625,-0.0005212044129621063,8922.282906580067,-0.0005212026366052669
kt,694,7449.990625,-0.000566758195930106,7449.990625,-0.000566758195930106,8791.378368476924,-0.000566749314145909
kz,30,7449.990625,-0.0006224638582352782,7449.990625,-0.0006224638582352782,9599.884229982328,-0.0006224594173431797
ky,1253,7449.990625,-0.0005198623753699394,7449.990625,-0.0005198623753699394,9461.299901795575,-0.0005198561581210015
kx,16,7449.990625,-0.0006236380301061217,7449.990625,-0.0006236380301061217,9324.242989014014,-0.0006236353655708626
yU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4945.136801916426,-0.0006249765149846098
zU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4909.609998779608,-0.0006249747386277704
pU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5283.572881084991,-0.0006249756268061901
pE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4153.084272492389,-0.0006249747386277704
pr,29067,7449.990625,0.00181352888262154,7449.990625,0.00181352888262154,8207.703051954713,0.001813535099870478
ps,5621,7449.990625,-0.00015341861114848143,7449.990625,-0.00015341861114848143,8330.823572136598,-0.00015341505843480263
pp,8186,7449.990625,6.176659184120581e-05,7449.990625,6.176659184120581e-05,7966.058791017497,6.177014455488461e-05
pq,16,7449.990625,-0.0006236380301061217,7449.990625,-0.0006236380301061217,8086.1152889601,-0.0006236318128571838
pv,50,7449.990625,-0.0006207860892004646,7449.990625,-0.0006207860892004646,8709.387503891445,-0.0006207816483083661
pw,753,7449.990625,-0.0005618092657755369,7449.990625,-0.0005618092657755369,8838.641775185155,-0.0005618057130618581
pt,7138,7449.990625,-2.6154189924909588e-05,7449.990625,-2.6154189924909588e-05,8455.47773977979,-2.6148860854391387e-05
pu,10259,7449.990625,0.00023567547913216913,7449.990625,0.00023567547913216913,8581.665832330295,0.00023568080820268733
pz,21,7449.990625,-0.0006232188098920233,7449.990625,-0.0006232188098920233,9235.580697303481,-0.0006232125926430854
px,728,7449.990625,-0.0005639071432028686,7449.990625,-0.0005639071432028686,8969.427024012328,-0.000563900037775511
py,512,7449.990625,-0.0005820268711431709,7449.990625,-0.0005820268711431709,9101.740976235174,-0.0005820224302510724
pb,216,7449.990625,-0.0006068594515795667,7449.990625,-0.0006068594515795667,6443.8869518069805,-0.0006068558988658879
pc,785,7449.990625,-0.0005591243024127834,7449.990625,-0.0005591243024127834,6542.97014811392,-0.0005591154206285864
pa,25126,7449.990625,0.0014829080186018473,7449.990625,0.0014829080186018473,6346.24896929387,0.0014829124594939458
pf,236,7449.990625,-0.0006051816825447531,7449.990625,-0.0006051816825447531,6848.978727568785,-0.0006051745771173955
pg,1643,7449.990625,-0.0004871445469234459,7449.990625,-0.0004871445469234459,6953.928428076489,-0.0004871409942097671
pd,477,7449.990625,-0.0005849640771771192,7449.990625,-0.0005849640771771192,6643.5075304424545,-0.0005849578599281813
pe,32099,7449.990625,0.0020678925238826196,7449.990625,0.0020678925238826196,6745.507671073787,0.0020678978529531378
pj,67,7449.990625,-0.0006193596746584262,7449.990625,-0.0006193596746584262,7277.719928617105,-0.0006193561219447474
pk,178,7449.990625,-0.0006100471239278704,7449.990625,-0.0006100471239278704,7388.652390814227,-0.0006100444593926113
ph,7733,7449.990625,2.376232544065715e-05,7449.990625,2.376232544065715e-05,7060.364056748292,2.376943086801475e-05
pi,11902,7449.990625,0.00037351099990701186,7449.990625,0.00037351099990701186,7168.292439281597,0.00037351455262069067
pn,466,7449.990625,-0.0005858860063767679,7449.990625,-0.0005858860063767679,7730.530681213642,-0.0005858815654846694
po,27007,7449.990625,0.0016407115666083882,7449.990625,0.0016407115666083882,7847.531475525251,0.0016407115666083882
pl,19049,7449.990625,0.000973091829337136,7449.990625,0.000973091829337136,7501.095191129356,0.0009731015992997527
pm,1162,7449.990625,-0.000527496268887262,7449.990625,-0.000527496268887262,7615.053180321966,-0.0005274927161735832
p2,45,7449.990625,-0.0006212053094145631,7449.990625,-0.0006212053094145631,3163.4585272174327,-0.0006211999803440449
p3,32,7449.990625,-0.0006222951043355351,7449.990625,-0.0006222951043355351,3207.445987322905,-0.0006222933279786957
p0,6,7449.990625,-0.0006244764705343187,7449.990625,-0.0006244764705343187,3077.8945520059074,-0.0006244720296422201
p1,56,7449.990625,-0.000620281603858075,7449.990625,-0.000620281603858075,3120.279127186273,-0.000620272722073878
p6,10,7449.990625,-0.000624140739091672,7449.990625,-0.000624140739091672,3344.3907957537003,-0.0006241327454858947
p7,6,7449.990625,-0.0006244764705343187,7449.990625,-0.0006244764705343187,3391.745106197416,-0.0006244720296422201
p4,21,7449.990625,-0.0006232188098920233,7449.990625,-0.0006232188098920233,3252.2548587187594,-0.0006232117044646657
p5,13,7449.990625,-0.0006238902727773166,7449.990625,-0.0006238902727773166,3297.8986045807646,-0.0006238813909931196
p8,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,3439.9753081644117,-0.000624389429049188
p9,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,3489.0952671039136,-0.0006247189432428968
pspace,12436,7449.990625,0.0004183098312182665,7449.990625,0.0004183098312182665,2497.5367060007106,0.0004183178248240438
p-,306,7449.990625,-0.0005993099350121156,7449.990625,-0.0005993099350121156,2955.3792408969503,-0.0005993019414063383
7U,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,8187.772880973569,-0.0006249747386277704
bspace,4674,7449.990625,-0.00023286617079065763,7449.990625,-0.00023286617079065763,2706.316068090707,-0.00023286172989855913
b-,51784,7449.990625,0.00371931996312469,7449.990625,0.00371931996312469,3228.63373454622,0.003719327956730467
b4,7,7449.990625,-0.0006243929817628668,7449.990625,-0.0006243929817628668,3567.5316612349784,-0.0006243876526923486
b5,12,7449.990625,-0.0006239746497271881,7449.990625,-0.0006239746497271881,3619.634123857379,-0.0006239702088350896
b6,11,7449.990625,-0.0006240563621418005,7449.990625,-0.0006240563621418005,3672.7026360404566,-0.0006240545857849611
b7,6,7449.990625,-0.0006244764705343187,7449.990625,-0.0006244764705343187,3726.7520319338096,-0.0006244764705343187
b0,16,7449.990625,-0.0006236380301061217,7449.990625,-0.0006236380301061217,3368.4881497972674,-0.0006236344773924429
b1,75,7449.990625,-0.0006186890999515526,7449.990625,-0.0006186890999515526,3416.87329150031,-0.0006186846590594541
b2,44,7449.990625,-0.0006212887981860149,7449.990625,-0.0006212887981860149,3466.1658952229927,-0.0006212861336507558
b3,20,7449.990625,-0.0006233031868418948,7449.990625,-0.0006233031868418948,3516.3804820440773,-0.0006232951932361175
gp,442,7449.990625,-0.0005879003950326478,7449.990625,-0.0005879003950326478,8545.345273349621,-0.0005878915132484508
b8,6,7449.990625,-0.0006244764705343187,7449.990625,-0.0006244764705343187,3781.7972063325687,-0.0006244684769285413
b9,4,7449.990625,-0.0006246452244340617,7449.990625,-0.0006246452244340617,3837.8531069716514,-0.0006246407835419632
bd,3599,7449.990625,-0.00032305003117016895,7449.990625,-0.00032305003117016895,7409.330609158724,-0.00032304559027807045
be,36053,7449.990625,0.002399604071001704,7449.990625,0.002399604071001704,7523.538171673657,0.0023996058473585435
bf,121,7449.990625,-0.0006148299647179556,7449.990625,-0.0006148299647179556,7639.298832488785,-0.0006148210829337586
bg,211,7449.990625,-0.0006072777836152454,7449.990625,-0.0006072777836152454,7756.616666183988,-0.0006072733427231469
ba,18034,7449.990625,0.0008879403878836456,7449.990625,0.0008879403878836456,7075.977329824848,0.0008879492696678426
bb,1504,7449.990625,-0.0004988054413956888,7449.990625,-0.0004988054413956888,7185.555654634002,-0.0004987992241467509
bc,702,7449.990625,-0.0005660867330448127,7449.990625,-0.0005660867330448127,7296.671502340377,-0.0005660796276174551
bl,14068,7449.990625,0.0005552216464366211,7449.990625,0.0005552216464366211,8366.664581001389,0.0005552251991502999
bm,293,7449.990625,-0.0006003997299330877,7449.990625,-0.0006003997299330877,8493.37752993128,-0.0006003926245057301
bn,298,7449.990625,-0.0005999813978974089,7449.990625,-0.0005999813978974089,8621.659167072876,-0.0005999707397563725
bo,16428,7449.990625,0.0007532081625072351,7449.990625,0.0007532081625072351,8751.508563383904,0.0007532108270424942
bh,442,7449.990625,-0.0005879003950326478,7449.990625,-0.0005879003950326478,7875.495165608703,-0.0005878941777837099
bi,11599,7449.990625,0.0003480913335351943,7449.990625,0.0003480913335351943,7995.937228538993,0.0003480948862488731
bj,614,7449.990625,-0.0005734701602477799,7449.990625,-0.0005734701602477799,8117.945144726053,-0.0005734612784635829
bk,57,7449.990625,-0.0006201981150866231,7449.990625,-0.0006201981150866231,8241.520583363621,-0.0006201892333024261
bt,601,7449.990625,-0.0005745599551687519,7449.990625,-0.0005745599551687519,9424.191582868829,-0.0005745555142766534
bu,14688,7449.990625,0.0006072369274079392,7449.990625,0.0006072369274079392,9563.389539910566,0.0006072387037647786
bv,94,7449.990625,-0.0006170939315097712,7449.990625,-0.0006170939315097712,9704.12933796899,-0.0006170894906176727
bw,167,7449.990625,-0.0006109708294843585,7449.990625,-0.0006109708294843585,9846.404410083009,-0.0006109646122354206
bp,83,7449.990625,-0.0006180176370662593,7449.990625,-0.0006180176370662593,8882.924113820995,-0.0006180123079957411
bq,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,9015.903527875329,-0.0006247260486702544
br,15036,7449.990625,0.0006364304638850626,7449.990625,0.0006364304638850626,9150.443820707034,0.0006364393456692596
bs,4304,7449.990625,-0.0002639053420239179,7449.990625,-0.0002639053420239179,9286.541304901359,-0.0002639026774886588
bx,13,7449.990625,-0.0006238902727773166,7449.990625,-0.0006238902727773166,9990.207455565667,-0.0006238858318852181
by,13377,7449.990625,0.0004972520173396333,7449.990625,0.0004972520173396333,10135.530435920984,0.0004972564582317318
bz,51,7449.990625,-0.0006207026004290128,7449.990625,-0.0006207026004290128,10282.364571515513,-0.0006206972713584946
bE,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,4594.835987630441,-0.0006249782913414492
bU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5878.205259114533,-0.0006249782913414492
kU,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,5486.353954016118,-0.0006249765149846098
u9,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3378.7769553028916,-0.0006248885853210595
u8,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3331.917408322581,-0.0006249782913414492
u5,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3196.3716702274332,-0.0006249756268061901
u4,3,7449.990625,-0.0006247278250270938,7449.990625,-0.0006247278250270938,3152.8231507713353,-0.000624724272313415
u7,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,3285.9055785703463,-0.0006248921380347383
u6,0,7449.990625,-0.0006249809558767083,7449.990625,-0.0006249809558767083,3240.7280904039376,-0.000624972962270931
u1,45,7449.990625,-0.0006212053094145631,7449.990625,-0.0006212053094145631,3026.8950018774435,-0.0006212017567008843
u0,1,7449.990625,-0.0006248965789268368,7449.990625,-0.0006248965789268368,2986.4486751406102,-0.0006248894734994792
u3,14,7449.990625,-0.0006238058958274451,7449.990625,-0.0006238058958274451,3110.0694751236174,-0.0006238041194706057
u2,58,7449.990625,-0.000620115514493591,7449.990625,-0.000620115514493591,3068.097700516942,-0.0006201092972446531
u-,220,7449.990625,-0.00060652372013692,7449.990625,-0.00060652372013692,2869.5227641576503,-0.0006065175028879821
uspace,3235,7449.990625,-0.00035358738159629866,7449.990625,-0.00035358738159629866,2432.316300795432,-0.00035358471706103956
